ID,REGION,DIVISION,STATE,FAMILY INCOME,HOUSEHOLD LANGUAGE,HOUSEHOLD INCOME,WORKERS IN FAMILY,PERSONS IN FAMILY
2010001349669,Northeast,Middle Atlantic,36,10.94,English only,10.94,2,3
2011000057386,Northeast,Middle Atlantic,36,12.3,English only,12.3,2,3
2011000058244,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000168631,Northeast,Middle Atlantic,36,12.32,English only,12.32,2,2
2011000293038,Northeast,Middle Atlantic,36,11.6,English only,11.6,1,3
2011000388712,Northeast,Middle Atlantic,36,11.66,English only,11.66,3+,3
2011000412448,Northeast,Middle Atlantic,36,11.73,English only,11.73,3+,5
2011000500014,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000512831,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000608103,Northeast,Middle Atlantic,36,Non-Family,English only,9.6,Non-Family,Non-Family
2011000695547,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000738719,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000774306,Northeast,Middle Atlantic,36,11.15,Other Non-English,11.15,2,2
2011000871114,Northeast,Middle Atlantic,36,14.48,Other Non-English,14.48,3+,8
2011000914103,Northeast,Middle Atlantic,36,12.55,English only,12.55,2,2
2011001083619,Northeast,Middle Atlantic,36,11.64,English only,11.64,1,2
2011001281502,Northeast,Middle Atlantic,36,11.47,Other Non-English,11.47,0,2
2011001307498,Northeast,Middle Atlantic,36,11.3,English only,11.3,0,2
2011001367271,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001414797,Northeast,Middle Atlantic,36,12.28,English only,12.28,2,2
2012000005882,Northeast,Middle Atlantic,36,11.1,Other Non-English,11.1,0,2
2012000125465,Northeast,Middle Atlantic,36,11.69,English only,11.69,1,2
2012000272218,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000376857,Northeast,Middle Atlantic,36,12.21,Other Non-English,12.21,3+,4
2012000426033,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000721158,Northeast,Middle Atlantic,36,11.45,Other Non-English,11.45,2,4
2012000820110,Northeast,Middle Atlantic,36,11.39,English only,11.39,2,3
2012000831727,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000880527,Northeast,Middle Atlantic,36,10.57,English only,10.57,0,3
2012000930172,Northeast,Middle Atlantic,36,Non-Family,English only,10.58,Non-Family,Non-Family
2012000959556,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001050289,Northeast,Middle Atlantic,36,Non-Family,English only,7.77,Non-Family,Non-Family
2012001052890,Northeast,Middle Atlantic,36,10.69,English only,10.69,2,2
2012001061408,Northeast,Middle Atlantic,36,Non-Family,English only,10.63,Non-Family,Non-Family
2012001273842,Northeast,Middle Atlantic,36,12.17,Other Non-English,12.17,2,2
2012001405098,Northeast,Middle Atlantic,36,12.44,English only,12.44,2,5
2013000121361,Northeast,Middle Atlantic,36,Non-Family,English only,12.3,Non-Family,Non-Family
2013000121516,Northeast,Middle Atlantic,36,9.99,Other Non-English,9.99,0,5
2013000175755,Northeast,Middle Atlantic,36,10.5,Other Non-English,10.5,1,2
2013000249814,Northeast,Middle Atlantic,36,Non-Family,Other Non-English,11.64,Non-Family,Non-Family
2013000257299,Northeast,Middle Atlantic,36,10.92,English only,11.51,0,3
2013000268573,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000268937,Northeast,Middle Atlantic,36,11.65,English only,11.65,3+,6
2013000469048,Northeast,Middle Atlantic,36,11.65,English only,11.65,1,2
2013000503943,Northeast,Middle Atlantic,36,12.25,English only,12.25,0,2
2013000518470,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000604668,Northeast,Middle Atlantic,36,11.2,English only,11.2,2,5
2013000964813,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001031602,Northeast,Middle Atlantic,36,10.96,English only,10.96,1,2
2013001060072,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001179102,Northeast,Middle Atlantic,36,Non-Family,Other Non-English,10.53,Non-Family,Non-Family
2013001352178,Northeast,Middle Atlantic,36,11.38,English only,11.38,2,5
2013001477197,Northeast,Middle Atlantic,36,Non-Family,English only,9.69,Non-Family,Non-Family
2009000071905,South,South Atlantic,37,11.85,English only,11.85,2,3
2009000454539,South,South Atlantic,37,10.84,English only,10.84,2,4
2009000635754,South,South Atlantic,37,12.02,English only,12.02,3+,3
2009000830545,South,South Atlantic,37,10.99,English only,10.99,1,3
2009000840080,South,South Atlantic,37,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000927109,South,South Atlantic,37,Non-Family,English only,12.09,Non-Family,Non-Family
2009000934486,South,South Atlantic,37,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009001120151,South,South Atlantic,37,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000084079,South,South Atlantic,37,Non-Family,English only,9.92,Non-Family,Non-Family
2010000131543,South,South Atlantic,37,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000146300,South,South Atlantic,37,12.72,English only,12.72,0,2
2010000288969,South,South Atlantic,37,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000556381,South,South Atlantic,37,Non-Family,English only,11.65,Non-Family,Non-Family
2010000622230,South,South Atlantic,37,11.1,English only,11.1,1,4
2010000690091,South,South Atlantic,37,12.49,English only,12.49,0,2
2010000715217,South,South Atlantic,37,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000829123,South,South Atlantic,37,10.2,English only,10.2,0,2
2010000955204,South,South Atlantic,37,11.03,English only,11.03,0,3
2010001104063,South,South Atlantic,37,11.98,English only,11.98,1,3
2010001326694,South,South Atlantic,37,10.68,English only,10.68,1,4
2011000051915,South,South Atlantic,37,12.63,English only,12.63,2,3
2011000192657,South,South Atlantic,37,12.32,English only,12.32,1,2
2011000681039,South,South Atlantic,37,11.22,English only,11.22,0,2
2011000704924,South,South Atlantic,37,12.28,English only,12.28,0,2
2011000812203,South,South Atlantic,37,Non-Family,English only,0,Non-Family,Non-Family
2011000882609,South,South Atlantic,37,9.86,English only,9.86,1,3
2011000894545,South,South Atlantic,37,Non-Family,Other Non-English,11.04,Non-Family,Non-Family
2011000928900,South,South Atlantic,37,12.04,English only,12.04,2,2
2011000945943,South,South Atlantic,37,11.97,English only,11.97,2,7
2012000096961,South,South Atlantic,37,10.35,English only,10.35,2,2
2012000518873,South,South Atlantic,37,Non-Family,English only,0,Non-Family,Non-Family
2012000862976,South,South Atlantic,37,Non-Family,English only,11.17,Non-Family,Non-Family
2012001005031,South,South Atlantic,37,11.99,English only,11.99,2,2
2012001049802,South,South Atlantic,37,Non-Family,English only,11.25,Non-Family,Non-Family
2012001335827,South,South Atlantic,37,Non-Family,English only,9.67,Non-Family,Non-Family
2012001336335,South,South Atlantic,37,11.03,English only,11.03,2,3
2013000368669,South,South Atlantic,37,11.27,English only,11.27,0,2
2013000465525,South,South Atlantic,37,12.48,Other Non-English,12.48,1,3
2013000671180,South,South Atlantic,37,6.76,English only,6.76,0,2
2013001033754,South,South Atlantic,37,Non-Family,English only,11.36,Non-Family,Non-Family
2013001162598,South,South Atlantic,37,10.78,English only,10.78,1,3
2013001252408,South,South Atlantic,37,12.16,English only,12.16,2,2
2009000223562,Midwest,West North Central,38,11.98,English only,11.98,2,3
2009000882805,Midwest,West North Central,38,12.24,English only,12.24,3+,6
2012001039883,Midwest,West North Central,38,11.52,English only,11.52,2,4
2009000170399,Midwest,East North Central,39,Non-Family,English only,10.0,Non-Family,Non-Family
2009000236140,Midwest,East North Central,39,11.53,English only,11.53,2,2
2009000927605,Midwest,East North Central,39,12.18,Other Non-English,12.18,2,3
2009001144877,Midwest,East North Central,39,Non-Family,English only,0,Non-Family,Non-Family
2009001373723,Midwest,East North Central,39,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000149249,Midwest,East North Central,39,Non-Family,English only,10.42,Non-Family,Non-Family
2010000201159,Midwest,East North Central,39,12.75,English only,12.75,2,3
2010000362162,Midwest,East North Central,39,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000444362,Midwest,East North Central,39,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000580454,Midwest,East North Central,39,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000793538,Midwest,East North Central,39,11.73,English only,11.73,3+,4
2010000827647,Midwest,East North Central,39,11.93,English only,11.93,2,2
2010000851648,Midwest,East North Central,39,Non-Family,English only,11.43,Non-Family,Non-Family
2010001181108,Midwest,East North Central,39,11.09,English only,11.09,1,2
2010001289948,Midwest,East North Central,39,12.32,English only,12.32,2,2
2010001299330,Midwest,East North Central,39,12.21,English only,12.21,2,2
2011000039733,Midwest,East North Central,39,12.05,English only,12.05,2,2
2011000113668,Midwest,East North Central,39,12.39,English only,12.5,3+,4
2011000144718,Midwest,East North Central,39,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000476743,Midwest,East North Central,39,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000751308,Midwest,East North Central,39,10.33,English only,10.33,1,5
2011000828836,Midwest,East North Central,39,11.24,Other Non-English,11.24,2,3
2011001189761,Midwest,East North Central,39,Non-Family,English only,10.97,Non-Family,Non-Family
2011001292886,Midwest,East North Central,39,9.68,Other Non-English,9.68,2,2
2011001300045,Midwest,East North Central,39,11.22,English only,11.22,2,5
2011001396257,Midwest,East North Central,39,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000268110,Midwest,East North Central,39,Non-Family,English only,10.33,Non-Family,Non-Family
2012000723810,Midwest,East North Central,39,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001245467,Midwest,East North Central,39,10.14,English only,10.14,2,4
2012001492643,Midwest,East North Central,39,11.08,English only,11.08,0,2
2013000061696,Midwest,East North Central,39,Non-Family,English only,9.21,Non-Family,Non-Family
2013000225557,Midwest,East North Central,39,11.97,English only,11.97,2,2
2013000378618,Midwest,East North Central,39,9.48,English only,9.48,0,2
2013001198584,Midwest,East North Central,39,Non-Family,English only,11.55,Non-Family,Non-Family
2013001213437,Midwest,East North Central,39,12.13,English only,12.13,1,2
2013001396638,Midwest,East North Central,39,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001410508,Midwest,East North Central,39,10.64,English only,10.64,0,2
2013001431224,Midwest,East North Central,39,Non-Family,English only,10.02,Non-Family,Non-Family
2013001457575,Midwest,East North Central,39,Non-Family,English only,10.4,Non-Family,Non-Family
2009000580879,South,West South Central,40,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000881635,South,West South Central,40,12.2,English only,12.2,2,2
2010000166818,South,West South Central,40,12.16,English only,12.16,1,2
2010000261186,South,West South Central,40,12.35,English only,12.35,1,3
2010001194980,South,West South Central,40,12.11,English only,12.11,2,3
2011000013257,South,West South Central,40,Non-Family,English only,9.35,Non-Family,Non-Family
2011000406280,South,West South Central,40,11.87,English only,11.87,2,4
2011000939058,South,West South Central,40,12.96,English only,12.96,3+,3
2011001338401,South,West South Central,40,10.53,English only,10.53,1,3
2011001501992,South,West South Central,40,11.89,English only,11.89,2,4
2012000153381,South,West South Central,40,Non-Family,English only,12.16,Non-Family,Non-Family
2012000538929,South,West South Central,40,10.06,Other Non-English,10.06,2,3
2012000849383,South,West South Central,40,Non-Family,English only,9.26,Non-Family,Non-Family
2012000874094,South,West South Central,40,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000018830,South,West South Central,40,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000576174,South,West South Central,40,Non-Family,English only,10.31,Non-Family,Non-Family
2013000607511,South,West South Central,40,11.31,English only,11.31,2,5
2013000628049,South,West South Central,40,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000899320,South,West South Central,40,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001418534,South,West South Central,40,Non-Family,English only,9.94,Non-Family,Non-Family
2009000055450,West,Pacific,41,11.75,English only,11.75,1,2
2009000154864,West,Pacific,41,10.64,Other Non-English,10.64,1,3
2009000461657,West,Pacific,41,11.5,English only,11.5,0,2
2009000947920,West,Pacific,41,Non-Family,English only,11.92,Non-Family,Non-Family
2010000345671,West,Pacific,41,12.17,English only,12.17,1,4
2011000160030,West,Pacific,41,Non-Family,Other Non-English,0,Non-Family,Non-Family
2011000593739,West,Pacific,41,Non-Family,English only,9.84,Non-Family,Non-Family
2011000730687,West,Pacific,41,11.7,English only,11.7,0,2
2011001292711,West,Pacific,41,Non-Family,English only,11.88,Non-Family,Non-Family
2012001325185,West,Pacific,41,Non-Family,English only,11.11,Non-Family,Non-Family
2013000520515,West,Pacific,41,Non-Family,English only,9.06,Non-Family,Non-Family
2013000936744,West,Pacific,41,Non-Family,English only,10.5,Non-Family,Non-Family
2013001288308,West,Pacific,41,10.26,Other Non-English,10.26,1,3
2009000347164,Northeast,Middle Atlantic,42,11.43,English only,11.43,0,2
2009000354084,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000420617,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000580003,Northeast,Middle Atlantic,42,12.64,English only,12.64,2,3
2009000668350,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000920582,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000952922,Northeast,Middle Atlantic,42,Non-Family,English only,11.23,Non-Family,Non-Family
2009001142867,Northeast,Middle Atlantic,42,11.58,English only,11.58,2,5
2010000003635,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000015151,Northeast,Middle Atlantic,42,10.45,Other Non-English,10.45,1,4
2010000036241,Northeast,Middle Atlantic,42,Non-Family,English only,10.62,Non-Family,Non-Family
2010000096186,Northeast,Middle Atlantic,42,Non-Family,English only,11.35,Non-Family,Non-Family
2010000248442,Northeast,Middle Atlantic,42,11.55,Other Non-English,11.55,3+,4
2010000560174,Northeast,Middle Atlantic,42,12.46,Other Non-English,12.46,3+,4
2010000615121,Northeast,Middle Atlantic,42,12.54,English only,12.54,2,4
2010000622372,Northeast,Middle Atlantic,42,12.52,English only,12.52,2,4
2010000656759,Northeast,Middle Atlantic,42,12.18,English only,12.18,2,2
2010000687462,Northeast,Middle Atlantic,42,Non-Family,English only,11.78,Non-Family,Non-Family
2010000813847,Northeast,Middle Atlantic,42,Non-Family,English only,9.69,Non-Family,Non-Family
2010000835212,Northeast,Middle Atlantic,42,Non-Family,English only,12.09,Non-Family,Non-Family
2010000951079,Northeast,Middle Atlantic,42,11.13,Other Non-English,11.13,1,3
2010000957866,Northeast,Middle Atlantic,42,12.46,English only,12.46,3+,6
2010001076345,Northeast,Middle Atlantic,42,12.01,English only,12.01,2,2
2010001363580,Northeast,Middle Atlantic,42,Non-Family,English only,9.37,Non-Family,Non-Family
2010001398402,Northeast,Middle Atlantic,42,0,Other Non-English,0,0,2
2011000014012,Northeast,Middle Atlantic,42,12.47,English only,12.47,2,3
2011000059080,Northeast,Middle Atlantic,42,Non-Family,English only,11.63,Non-Family,Non-Family
2011000201224,Northeast,Middle Atlantic,42,11.62,English only,11.62,2,3
2011000295325,Northeast,Middle Atlantic,42,Non-Family,English only,10.37,Non-Family,Non-Family
2011000384934,Northeast,Middle Atlantic,42,Non-Family,English only,9.58,Non-Family,Non-Family
2011000492209,Northeast,Middle Atlantic,42,10.74,English only,10.74,1,2
2011000496618,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000562295,Northeast,Middle Atlantic,42,11.17,English only,11.17,1,2
2011000637931,Northeast,Middle Atlantic,42,10.76,English only,10.76,2,3
2011000665655,Northeast,Middle Atlantic,42,Non-Family,English only,11.83,Non-Family,Non-Family
2011000763870,Northeast,Middle Atlantic,42,Non-Family,English only,10.3,Non-Family,Non-Family
2011000996815,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001008975,Northeast,Middle Atlantic,42,10.14,Other Non-English,10.14,1,2
2011001157555,Northeast,Middle Atlantic,42,11.72,English only,11.72,0,2
2012000435668,Northeast,Middle Atlantic,42,11.92,English only,11.92,2,2
2012000514349,Northeast,Middle Atlantic,42,11.37,English only,11.37,2,2
2012000838156,Northeast,Middle Atlantic,42,Non-Family,English only,9.86,Non-Family,Non-Family
2012000843614,Northeast,Middle Atlantic,42,Non-Family,English only,10.04,Non-Family,Non-Family
2012001036222,Northeast,Middle Atlantic,42,10.47,English only,10.47,0,2
2012001210106,Northeast,Middle Atlantic,42,12.22,English only,12.22,3+,4
2012001231673,Northeast,Middle Atlantic,42,Non-Family,English only,11.42,Non-Family,Non-Family
2012001417707,Northeast,Middle Atlantic,42,11.94,English only,11.94,1,2
2013000173861,Northeast,Middle Atlantic,42,11.68,English only,11.68,1,2
2013000220809,Northeast,Middle Atlantic,42,12.13,English only,12.13,2,2
2013000298075,Northeast,Middle Atlantic,42,11.79,English only,11.79,3+,3
2013000398304,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000499239,Northeast,Middle Atlantic,42,11.6,English only,11.6,2,4
2013000511009,Northeast,Middle Atlantic,42,Non-Family,English only,11.7,Non-Family,Non-Family
2013000573687,Northeast,Middle Atlantic,42,10.75,English only,10.75,0,2
2013000989869,Northeast,Middle Atlantic,42,11.13,English only,11.13,2,2
2013001069649,Northeast,Middle Atlantic,42,Non-Family,English only,11.12,Non-Family,Non-Family
2013001070623,Northeast,Middle Atlantic,42,10.2,English only,10.2,1,3
2013001087944,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001170504,Northeast,Middle Atlantic,42,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001398249,Northeast,Middle Atlantic,42,Non-Family,English only,9.39,Non-Family,Non-Family
2013001437324,Northeast,Middle Atlantic,42,11.9,English only,11.9,2,3
2009000353262,Northeast,New England,44,11.45,English only,12.23,1,2
2009000512153,Northeast,New England,44,Non-Family,Other Non-English,9.7,Non-Family,Non-Family
2013000135874,Northeast,New England,44,11.11,English only,11.11,0,2
2009000049567,South,South Atlantic,45,Non-Family,English only,9.76,Non-Family,Non-Family
2009000339945,South,South Atlantic,45,11.88,English only,11.88,1,2
2009000922543,South,South Atlantic,45,10.87,English only,10.87,0,2
2010000686522,South,South Atlantic,45,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001037332,South,South Atlantic,45,12.08,Other Non-English,12.08,3+,6
2010001279685,South,South Atlantic,45,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000277010,South,South Atlantic,45,11.23,English only,11.23,2,3
2011000444647,South,South Atlantic,45,10.61,English only,10.61,0,2
2011001237661,South,South Atlantic,45,11.35,Other Non-English,11.35,2,2
2012000069281,South,South Atlantic,45,Non-Family,English only,11.12,Non-Family,Non-Family
2012000185113,South,South Atlantic,45,11.63,English only,11.63,1,3
2012000622071,South,South Atlantic,45,Non-Family,English only,11.34,Non-Family,Non-Family
2012001068411,South,South Atlantic,45,Non-Family,English only,11.06,Non-Family,Non-Family
2012001081486,South,South Atlantic,45,10.7,Other Non-English,10.7,1,2
2013000053408,South,South Atlantic,45,Non-Family,English only,10.75,Non-Family,Non-Family
2013000577286,South,South Atlantic,45,0,Other Non-English,0,0,3
2013001130083,South,South Atlantic,45,11.59,English only,11.59,2,7
2013001228174,South,South Atlantic,45,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001367037,South,South Atlantic,45,12.13,English only,12.13,0,2
2013001395118,South,South Atlantic,45,10.57,English only,10.57,0,2
2013001045697,Midwest,West North Central,46,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000134551,South,East South Central,47,Non-Family,English only,10.06,Non-Family,Non-Family
2009000376203,South,East South Central,47,Non-Family,English only,10.85,Non-Family,Non-Family
2009000496128,South,East South Central,47,12.73,English only,12.73,2,2
2010000442495,South,East South Central,47,13.22,English only,13.22,1,2
2010000470737,South,East South Central,47,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000593430,South,East South Central,47,10.43,English only,10.43,0,3
2011000453410,South,East South Central,47,Non-Family,English only,10.85,Non-Family,Non-Family
2011000506948,South,East South Central,47,9.94,English only,9.94,1,4
2011000507141,South,East South Central,47,Non-Family,English only,10.15,Non-Family,Non-Family
2011000562175,South,East South Central,47,11.78,English only,11.78,1,3
2011000604516,South,East South Central,47,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001052610,South,East South Central,47,Non-Family,English only,11.59,Non-Family,Non-Family
2011001149976,South,East South Central,47,10.37,English only,10.89,2,3
2011001180069,South,East South Central,47,12.13,English only,12.13,2,2
2012000299817,South,East South Central,47,Non-Family,English only,9.65,Non-Family,Non-Family
2012000414901,South,East South Central,47,10.93,English only,10.93,1,2
2012000488952,South,East South Central,47,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000723520,South,East South Central,47,7.86,English only,7.86,1,2
2012000938504,South,East South Central,47,Non-Family,English only,10.46,Non-Family,Non-Family
2012001112177,South,East South Central,47,12.7,English only,12.7,2,2
2012001367760,South,East South Central,47,Non-Family,English only,9.82,Non-Family,Non-Family
2013000751244,South,East South Central,47,Non-Family,English only,9.8,Non-Family,Non-Family
2013000796620,South,East South Central,47,9.88,English only,9.88,0,2
2013000796774,South,East South Central,47,Non-Family,English only,9.31,Non-Family,Non-Family
2013001194798,South,East South Central,47,Non-Family,English only,9.63,Non-Family,Non-Family
2013001202903,South,East South Central,47,10.55,English only,10.55,0,2
2013001271967,South,East South Central,47,Non-Family,English only,9.76,Non-Family,Non-Family
2009000038097,South,West South Central,48,12.18,English only,12.18,2,2
2009000081245,South,West South Central,48,Non-Family,English only,10.0,Non-Family,Non-Family
2009000192766,South,West South Central,48,Non-Family,English only,11.29,Non-Family,Non-Family
2009000217256,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000345090,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000420505,South,West South Central,48,12.25,English only,12.25,0,2
2009000452774,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000563013,South,West South Central,48,Non-Family,English only,9.74,Non-Family,Non-Family
2009000569947,South,West South Central,48,Non-Family,English only,10.0,Non-Family,Non-Family
2009000586080,South,West South Central,48,11.62,Other Non-English,11.62,2,3
2009000596527,South,West South Central,48,12.45,English only,12.45,2,3
2009000622564,South,West South Central,48,Non-Family,English only,11.63,Non-Family,Non-Family
2009000642761,South,West South Central,48,Non-Family,English only,11.4,Non-Family,Non-Family
2009000708209,South,West South Central,48,12.39,Other Non-English,12.39,3+,7
2009000719279,South,West South Central,48,12.57,Other Non-English,12.64,2,3
2009000803525,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000804584,South,West South Central,48,Non-Family,English only,11.35,Non-Family,Non-Family
2009000899191,South,West South Central,48,Non-Family,English only,11.39,Non-Family,Non-Family
2009000902659,South,West South Central,48,11.89,English only,11.89,2,3
2009001029017,South,West South Central,48,11.75,English only,11.75,0,2
2009001143318,South,West South Central,48,Non-Family,English only,12.07,Non-Family,Non-Family
2009001180070,South,West South Central,48,12.86,Other Non-English,12.86,2,3
2009001257938,South,West South Central,48,Non-Family,English only,7.86,Non-Family,Non-Family
2009001290165,South,West South Central,48,Non-Family,Other Non-English,10.93,Non-Family,Non-Family
2009001298691,South,West South Central,48,Non-Family,Other Non-English,10.2,Non-Family,Non-Family
2009001373913,South,West South Central,48,Non-Family,English only,11.03,Non-Family,Non-Family
2010000255365,South,West South Central,48,12.72,English only,12.72,2,3
2010000400059,South,West South Central,48,12.55,Other Non-English,12.55,1,7
2010000440310,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000482806,South,West South Central,48,Non-Family,Other Non-English,10.66,Non-Family,Non-Family
2010000538999,South,West South Central,48,0,Other Non-English,0,0,2
2010000601806,South,West South Central,48,9.8,Other Non-English,9.8,1,4
2010000683657,South,West South Central,48,11.09,Other Non-English,11.09,3+,4
2010000723245,South,West South Central,48,Non-Family,English only,10.18,Non-Family,Non-Family
2010000760558,South,West South Central,48,Non-Family,Other Non-English,9.35,Non-Family,Non-Family
2010000768152,South,West South Central,48,10.96,Other Non-English,10.96,1,5
2010000853285,South,West South Central,48,11.1,Other Non-English,11.17,1,3
2010000869214,South,West South Central,48,11.78,English only,11.78,1,2
2010000882868,South,West South Central,48,11.55,English only,11.55,1,2
2010000883544,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000943697,South,West South Central,48,11.6,Other Non-English,11.6,3+,5
2010000974483,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001058451,South,West South Central,48,11.26,English only,11.26,1,2
2010001218188,South,West South Central,48,Non-Family,Other Non-English,10.98,Non-Family,Non-Family
2011000047336,South,West South Central,48,11.83,English only,11.83,2,2
2011000107400,South,West South Central,48,11.1,Other Non-English,11.1,1,3
2011000185376,South,West South Central,48,Non-Family,English only,11.6,Non-Family,Non-Family
2011000410394,South,West South Central,48,10.94,English only,10.94,1,3
2011000524715,South,West South Central,48,12.03,Other Non-English,12.03,2,2
2011000535680,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000752070,South,West South Central,48,Non-Family,Other Non-English,11.56,Non-Family,Non-Family
2011000784970,South,West South Central,48,Non-Family,English only,9.67,Non-Family,Non-Family
2011000819204,South,West South Central,48,Non-Family,English only,10.68,Non-Family,Non-Family
2011000860380,South,West South Central,48,12.2,English only,12.2,2,2
2011001000741,South,West South Central,48,Non-Family,English only,11.99,Non-Family,Non-Family
2011001059068,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001186963,South,West South Central,48,11.93,Other Non-English,11.93,2,2
2011001253086,South,West South Central,48,9.92,Other Non-English,9.92,0,2
2011001346877,South,West South Central,48,Non-Family,Other Non-English,11.02,Non-Family,Non-Family
2012000095625,South,West South Central,48,10.61,English only,10.61,0,2
2012000152496,South,West South Central,48,13.16,English only,13.16,1,4
2012000229134,South,West South Central,48,11.29,English only,11.29,2,2
2012000644804,South,West South Central,48,11.99,English only,11.99,1,3
2012000647492,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001030173,South,West South Central,48,10.03,English only,10.03,0,2
2012001056449,South,West South Central,48,Non-Family,English only,11.0,Non-Family,Non-Family
2012001199454,South,West South Central,48,10.19,English only,10.19,1,2
2012001234321,South,West South Central,48,8.1,Other Non-English,8.1,0,2
2012001278808,South,West South Central,48,Non-Family,English only,12.04,Non-Family,Non-Family
2012001357678,South,West South Central,48,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001364444,South,West South Central,48,12.18,English only,12.18,2,4
2012001391482,South,West South Central,48,10.53,Other Non-English,10.53,1,2
2013000052621,South,West South Central,48,Non-Family,Other Non-English,12.64,Non-Family,Non-Family
