id,name,host_id,host_name,host_since,host_is_superhost,neighbourhood,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,cleaning_fee,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,instant_bookable,is_business_travel_ready,calculated_host_listings_count,reviews_per_month,neighborhood
23179561,Studio At Donatello Hotel near Union Square,47514427,Jeff,2015-10-26,t,Downtown,94102,37.78787,-122.4104,t,Hotel,Private room,4,1.0,0.0,2.0,"['TV', 'Wifi', 'Air conditioning', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",0.0,1,1125,2,32,62,182,19,2018-03-21,2020-03-05,f,f,36,0.7,South of Market
23184048,Bright & Lovely Remodeled 1x1 in Downtown SF,4430421,Landmark,2012-12-17,f,Tenderloin,94109,37.78479,-122.41633999999999,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Hangers', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Other']",0.0,30,1125,29,59,89,179,1,2018-05-13,2018-05-13,f,f,110,0.04,Tenderloin
23209264,"Relaxing and private, with views!",23741447,Linda,2014-11-14,t,Bayview,94124,37.731790000000004,-122.38738000000001,t,Guest suite,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Full kitchen']",45.0,2,1125,22,28,58,58,160,2018-03-05,2020-05-30,f,f,2,5.8,Bayview Hunters Point
23215410,UCSF Studio-Golden Gate Park beautiful newly built,131200418,Lois,2017-05-20,t,Inner Sunset,94122,37.764309999999995,-122.47084,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,"['Wifi', 'Kitchen', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Refrigerator', 'Cooking basics', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout']",70.0,30,180,22,52,82,172,6,2018-08-25,2020-02-06,f,f,19,0.28,Inner Sunset
23217998,Business Ready in the ❤️ of The Castro ❤️ W/D,2711732,Keith,2012-06-22,t,The Castro,94114,37.76103,-122.43501,t,Other,Private room,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill']",115.0,1,21,30,60,90,180,52,2018-02-28,2020-01-19,t,f,4,1.88,Castro/Upper Market
23235919,San Fran Gem / great location/ 3plus BR/ 2.5 Bath,55485389,Trish,2016-01-21,f,Glen Park,94131,37.73794,-122.43776000000001,t,House,Entire home/apt,6,2.5,3.0,4.0,"['TV', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Indoor fireplace', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Children’s books and toys', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Host greets you']",200.0,3,14,30,60,90,90,5,2018-07-13,2019-12-01,t,f,1,0.22,Glen Park
23240184,"Comfy,Separate Entrance,Private Bath Guest Room【B】",170765678,Rachel,2018-01-30,t,Crocker Amazon,94112,37.71177,-122.44998999999999,t,House,Private room,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Free street parking', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Single level home', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Shower gel']",35.0,1,365,7,33,59,327,146,2018-02-27,2020-03-17,t,f,2,5.26,Outer Mission
23255383,Quiet & private master in the heart of Noe Valley,3596929,Paul,2012-09-17,f,Noe Valley,94114,37.75202,-122.43603,t,Apartment,Private room,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",40.0,3,1125,30,60,90,180,65,2018-04-18,2020-02-06,t,f,1,2.49,Noe Valley
23271549,Stratford Hotel Room Queen,173206762,Stratford,2018-02-13,f,Downtown,94102,37.78801,-122.40683,t,Boutique hotel,Private room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,9,2018-03-13,2020-03-02,t,f,42,0.33,South of Market
23271623,Stratford Hotel Room Queen,173206762,Stratford,2018-02-13,f,Downtown,94102,37.78761,-122.40696000000001,t,Boutique hotel,Private room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,3,2018-04-01,2020-01-27,t,f,42,0.11,South of Market
23271702,Stratford Hotel Room Queen,173206762,Stratford,2018-02-13,f,Downtown,94102,37.786,-122.40836999999999,t,Boutique hotel,Private room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,8,2018-04-14,2020-02-14,t,f,42,0.3,South of Market
23271975,Stratford Hotel Room Queen,173206762,Stratford,2018-02-13,f,Downtown,94102,37.787409999999994,-122.40878000000001,t,Boutique hotel,Private room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,14,2018-03-07,2020-02-28,t,f,42,0.51,South of Market
23288262,Noe/Castro Sunny Modernism,15870126,Trish,2014-05-22,f,The Castro,94114,37.758109999999995,-122.43801,t,Apartment,Entire home/apt,5,1.0,2.0,2.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",150.0,30,366,4,4,4,42,6,2018-03-21,2020-05-02,f,f,2,0.22,Castro/Upper Market
23292883,Stratford Hotel Room Queen,173206762,Stratford,2018-02-13,f,Downtown,94102,37.78672,-122.40878000000001,t,Boutique hotel,Private room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,8,2018-03-26,2020-03-15,t,f,42,0.3,South of Market
23293057,Stratford Hotel Room Queen,173206762,Stratford,2018-02-13,f,Union Square,94102,37.7876,-122.40754,t,Boutique hotel,Hotel room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,10,2018-03-27,2020-02-28,t,f,42,0.37,Tenderloin
23293099,Stratford Hotel Room Queen,173206762,Stratford,2018-02-13,f,Downtown,94102,37.786770000000004,-122.40898999999999,t,Boutique hotel,Private room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,4,2018-03-14,2020-02-23,t,f,42,0.15,South of Market
23312644,Stratford Hotel Room Full,173206762,Stratford,2018-02-13,f,Downtown,94102,37.78662,-122.40846,t,Boutique hotel,Hotel room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,13,2018-03-29,2019-05-22,t,f,42,0.49,South of Market
23312910,Stratford Hotel Room Queen,173206762,Stratford,2018-02-13,f,Downtown,94102,37.78735,-122.40753000000001,t,Boutique hotel,Private room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,3,2018-03-17,2019-07-02,t,f,42,0.11,South of Market
23313045,Stratford Hotel Room Queen,173206762,Stratford,2018-02-13,f,Union Square,94102,37.78601,-122.4073,t,Boutique hotel,Hotel room,2,1.0,0.0,1.0,"['TV', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials']",25.0,1,21,0,0,0,0,13,2018-03-10,2020-03-10,t,f,42,0.47,Tenderloin
23326108,Charming Studio w/ Views near FIDI/Union Square!,4430421,Landmark,2012-12-17,f,Tenderloin,94109,37.78458,-122.41572,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Hangers', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Other']",95.0,30,1125,29,59,89,179,1,2018-09-01,2018-09-01,f,f,110,0.05,Tenderloin
23340064,Charming Noe Valley 2-Room Studio with Parking!,43736342,Gary,2015-09-09,f,The Castro,94114,37.754709999999996,-122.43366,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Hot water', 'Long term stays allowed', 'Host greets you']",100.0,60,1125,0,0,0,0,2,2018-04-10,2018-05-16,f,f,1,0.08,Castro/Upper Market
23354077,Dolores Heights Suite,10458130,Thomas,2013-12-05,t,The Castro,94114,37.758309999999994,-122.4314,t,Guest suite,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Free street parking', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware']",125.0,3,14,22,46,76,76,109,2018-03-14,2020-06-05,f,f,1,4.0,Castro/Upper Market
23419962,2BR Ideal SF/Inner Richmond Location Walk Score 96,2739132,Cindy,2012-06-25,f,Richmond District,94118,37.78485,-122.46235,t,Apartment,Entire home/apt,5,1.5,2.0,2.0,"['TV', 'Wifi', 'Kitchen', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop-friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Other']",200.0,30,1125,30,60,90,365,2,2018-04-07,2018-07-11,f,f,1,0.08,Richmond District
23452479,Stylish San Fran Home 1 Block to Golden Gate Park!,126644773,Evolve Vacation Rental,2017-04-19,f,Richmond District,94121,37.77531,-122.50128000000001,t,House,Entire home/apt,4,2.0,2.0,2.0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Hair dryer', 'Iron', 'Bed linens', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Long term stays allowed', 'Other']",114.0,3,1125,0,2,26,210,3,2018-12-03,2019-09-15,t,f,2,0.16,Richmond District
23453808,Sunny Suite One Block from Golden Gate Park,174981520,Earl,2018-02-23,t,Richmond District,94118,37.775999999999996,-122.46773999999999,t,House,Private room,4,1.0,1.0,2.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Luggage dropoff allowed']",40.0,2,29,30,53,79,259,70,2018-07-12,2020-06-07,t,f,3,3.01,Richmond District
23504233,*Charming Ashbury Hghts/Cole Valley Garden Studio,147265814,Courtney,2017-08-22,f,Haight-Ashbury,94117,37.76423,-122.44509,t,Guest suite,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Garden or backyard', 'Long term stays allowed', 'Host greets you']",75.0,30,1125,25,47,47,110,7,2018-05-04,2019-08-25,f,f,1,0.27,Haight Ashbury
23521739,Home Away From Home Too! Room #3,17572711,James,2014-07-02,f,Bayview,94124,37.728629999999995,-122.38665,t,House,Private room,4,1.0,1.0,2.0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Long term stays allowed']",35.0,1,1125,30,58,88,363,39,2018-08-15,2020-01-11,t,f,4,1.76,Bayview Hunters Point
23545831,Authentic Mission Studio w/ Modern Touches,4430421,Landmark,2012-12-17,f,Mission District,94103,37.764590000000005,-122.4191,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Hangers', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Long term stays allowed', 'Other']",95.0,30,150,29,59,89,179,1,2019-06-22,2019-06-22,f,f,110,0.08,Mission
23551086,Stratford Hotel Room Full,173206762,Stratford,2018-02-13,f,Union Square,94102,37.78668,-122.40678999999999,t,Boutique hotel,Hotel room,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Elevator', 'Heating', 'Smoke alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace']",25.0,1,21,0,0,0,0,29,2018-03-15,2020-02-28,t,f,42,1.06,Tenderloin
23551835,Stratford Hotel Room Full,173206762,Stratford,2018-02-13,f,Union Square,94102,37.788090000000004,-122.40767,t,Boutique hotel,Hotel room,2,1.0,0.0,1.0,"['TV', 'Wifi', 'Elevator', 'Heating', 'Essentials', 'Shampoo', 'Hangers', 'Laptop-friendly workspace']",25.0,1,21,0,0,0,0,26,2018-03-24,2020-02-25,t,f,42,0.97,Tenderloin
23568246,Private suite in Noe Valley,141784,Brad,2010-06-10,t,Noe Valley,94131,37.74205,-122.4303,t,Guest suite,Entire home/apt,3,1.0,1.0,2.0,"['Wifi', 'Free street parking', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishes and silverware', 'Garden or backyard', 'Luggage dropoff allowed']",45.0,2,28,22,22,22,22,134,2018-04-19,2020-05-31,f,f,2,5.14,Noe Valley
23577552,*SANITIZED* Central Apt in Luxury Building,128169944,Tegan,2017-04-29,t,SoMa,94103,37.77666,-122.41618000000001,t,Apartment,Entire home/apt,6,2.0,2.0,2.0,"['TV', 'Wifi', 'Kitchen', 'Gym', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Hot water', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Full kitchen', 'Bedroom comforts', 'Bathroom essentials', 'Baking sheet']",190.0,1,1125,25,42,42,42,6,2018-04-01,2020-05-29,t,f,3,0.22,South of Market
23581750,ｻﾝﾌﾗﾝｼｽｺ摩天楼やﾍﾞｲﾌﾞﾘｯｼﾞが絶景!安全で閑静な高級住宅街､便利なﾛｹｰｼｮﾝ!,176266203,ﾀﾞｲ,2018-03-02,f,Potrero Hill,94107,37.758829999999996,-122.40246,t,House,Entire home/apt,3,1.0,1.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance']",150.0,5,29,29,59,67,304,1,2018-08-02,2018-08-02,f,f,1,0.04,Potrero Hill
23611401,Stratford Hotel Twin/Twin,173206762,Stratford,2018-02-13,f,Downtown,94102,37.787259999999996,-122.40913,t,Boutique hotel,Private room,2,1.0,0.0,2.0,"['TV', 'Wifi', 'Heating', 'Smoke alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Iron']",25.0,1,21,0,0,0,0,2,2019-01-05,2020-01-20,t,f,42,0.12,South of Market
23615779,"Remodel, Private Bath, 500M WIFI, Passcode CheckIn",23900667,X,2014-11-18,f,Crocker Amazon,94014,37.7084,-122.46558,t,House,Private room,4,1.0,2.0,2.0,"['Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",45.0,1,1125,26,49,79,79,133,2018-03-07,2020-03-14,f,f,1,4.84,Outer Mission
23629793,Stratford Hotel Twin/Twin,173206762,Stratford,2018-02-13,f,Downtown,94102,37.786640000000006,-122.4091,t,Boutique hotel,Private room,2,1.0,0.0,2.0,"['TV', 'Wifi', 'Heating', 'Smoke alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace']",25.0,1,21,0,0,0,0,2,2018-03-26,2018-04-01,t,f,42,0.07,South of Market
23634727,Stratford Hotel Twin/Twin,173206762,Stratford,2018-02-13,f,Downtown,94102,37.78655,-122.40822,t,Boutique hotel,Private room,2,1.0,0.0,2.0,"['TV', 'Wifi', 'Heating', 'Smoke alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Iron']",25.0,1,21,0,0,0,0,2,2018-03-14,2018-04-15,t,f,42,0.07,South of Market
23669671,North Beach Oasis | 30+ Night Stays Only,13759047,H,2014-04-01,f,North Beach,94133,37.799659999999996,-122.41349,f,Apartment,Private room,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Hot water', 'Host greets you']",0.0,30,1125,30,60,90,365,1,2018-08-26,2018-08-26,f,f,1,0.05,North Beach
23684260,"All yours, a loved home in Bernal.",24053387,Annelise,2014-11-23,t,Bernal Heights,94110,37.74539,-122.41725,t,House,Entire home/apt,6,2.0,4.0,4.0,"['Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Children’s books and toys', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Garden or backyard', 'Luggage dropoff allowed', 'Other']",200.0,4,30,0,0,0,0,10,2018-07-07,2020-01-03,f,f,2,0.43,Bernal Heights
23685560,Charming Garden Suite in Bernal Heights,177394339,Laily&Tracey,2018-03-08,t,Bernal Heights,94110,37.74431,-122.40733999999999,t,Guest suite,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Free street parking', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hot water kettle', 'Espresso machine', 'Bedroom comforts', 'Bathroom essentials']",75.0,2,28,30,60,90,180,83,2018-04-19,2020-02-27,f,f,1,3.18,Bernal Heights
23698833,"Large, Bright Garden studio w/ parking & backyard",29665662,Alina,2015-03-20,f,Bayview,94124,37.72913,-122.38385,t,Guest suite,Entire home/apt,4,1.0,0.0,0.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Garden or backyard']",50.0,2,21,30,60,90,90,86,2018-03-23,2020-03-16,f,f,2,3.19,Bayview Hunters Point
23709477,Dolores Terrace,169165019,Thomas,2018-01-21,t,Mission District,94110,37.763059999999996,-122.42653999999999,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,"['Wifi', 'Kitchen', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Private entrance']",200.0,3,15,28,58,88,178,34,2018-03-23,2020-03-09,f,f,1,1.26,Mission
23712427,2-Room Suite in NorthBeach Mansion -Great Location,19182611,Ashley,2016-09-03,t,North Beach,94133,37.79907,-122.4113,t,House,Private room,4,1.0,2.0,2.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Gym', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed']",80.0,2,1125,29,59,71,244,103,2018-03-21,2020-03-17,f,f,3,3.81,North Beach
23714398,Art-filled Victorian Flat w/French Chef’s Kitchen,26383,Gregory And Michèle,2009-07-20,t,Haight-Ashbury,94117,37.76833,-122.44788,t,Apartment,Entire home/apt,6,1.0,3.0,3.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Private living room', 'Private entrance', 'Bathtub', 'High chair', 'Children’s books and toys', 'Fireplace guards', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed']",200.0,3,365,0,24,49,49,23,2018-08-20,2020-03-07,f,f,1,1.05,Haight Ashbury
